## B=32768, M=2, T=2, R=8, Nmax=100000, N0=10000
# time	N
0	8941
1	8136
2	7529
3	6940
4	6456
5	6058
6	5698
7	5365
8	10178
9	13745
10	15713
11	16558
12	16512
13	16152
14	15436
15	14666
16	13869
17	14291
18	15326
19	16387
20	17334
21	17864
22	18105
23	18075
24	17806
25	17358
26	16961
27	16860
28	16995
29	17072
30	17295
31	17558
32	17529
33	17493
34	17427
35	17278
36	17057
37	16937
38	16987
39	17045
40	17101
41	17085
42	17115
43	17237
44	17239
45	17136
46	17045
47	17060
48	17010
49	16950
50	16891
51	16898
52	16886
53	16898
54	16903
55	16857
56	16804
57	16853
58	16809
59	16769
60	16778
61	16705
62	16642
63	16671
64	16627
65	16739
66	16676
67	16542
68	16479
69	16402
70	16337
71	16337
72	16350
73	16363
74	16439
75	16385
76	16299
77	16329
78	16269
79	16334
80	16310
81	16205
82	16232
83	16124
84	16172
85	16202
86	16149
87	16140
88	16098
89	16046
90	15886
91	15973
92	15968
93	15916
94	15939
95	15827
96	15784
97	15718
98	15806
99	15790
100	15791
101	15804
102	15809
103	15723
104	15756
105	15795
106	15786
107	15761
108	15702
109	15578
110	15567
111	15618
112	15704
113	15707
114	15788
115	15787
116	15691
117	15631
118	15645
119	15552
120	15498
121	15457
122	15481
123	15525
124	15509
125	15571
126	15647
127	15689
128	15588
129	15523
130	15484
131	15337
132	15276
133	15315
134	15341
135	15364
136	15307
137	15226
138	15321
139	15368
140	15437
141	15317
142	15243
143	15288
144	15312
145	15315
146	15381
147	15273
148	15313
149	15343
150	15346
151	15391
152	15341
153	15284
154	15152
155	15164
156	15220
157	15182
158	15237
159	15279
160	15304
161	15398
162	15415
163	15324
164	15210
165	15074
166	15049
167	15042
168	15027
169	14999
170	14935
171	14988
172	14938
173	14942
174	14918
175	14963
176	14988
177	15045
178	15016
179	15006
180	15050
181	15146
182	15164
183	15067
184	15053
185	14913
186	14827
187	14818
188	14774
189	14836
190	14876
191	14975
192	15002
193	14984
194	14970
195	14811
196	14662
197	14580
198	14716
199	14782
200	14807
201	14953
202	15102
203	15074
204	14986
205	15016
206	15109
207	15039
208	15031
209	15089
210	15003
211	14949
212	14938
213	14945
214	14976
215	14989
216	14985
217	15017
218	15069
219	15029
220	14863
221	14837
222	14822
223	14774
224	14742
225	14771
226	14765
227	14786
228	14834
229	14881
230	14872
231	14959
232	15004
233	14905
234	14887
235	14766
236	14620
237	14698
238	14725
239	14757
240	14696
241	14736
242	14819
243	14897
244	14891
245	14839
246	14757
247	14735
248	14698
249	14672
250	14698
251	14751
252	14780
253	14843
254	14879
255	14919
256	14863
257	14822
258	14734
259	14775
260	14804
261	14738
262	14772
263	14828
264	14887
265	14893
266	14959
267	14894
268	14821
269	14726
270	14722
271	14681
272	14726
273	14836
274	14999
275	14959
276	15079
277	15077
278	15040
279	14974
280	14956
281	14861
282	14810
283	14778
284	14769
285	14834
286	14895
287	14865
288	14789
289	14832
290	14782
291	14792
292	14766
293	14768
294	14859
295	14884
296	14964
297	14888
298	14907
299	14830
300	14737
301	14702
302	14695
303	14807
304	14749
305	14671
306	14591
307	14603
308	14640
309	14733
310	14692
311	14768
312	14837
313	14907
314	14911
315	14914
316	14867
317	14846
318	14909
319	14839
320	14663
321	14614
322	14590
323	14662
324	14790
325	14837
326	14788
327	14850
328	14844
329	14806
330	14857
331	14723
332	14719
333	14629
334	14674
335	14632
336	14660
337	14633
338	14623
339	14681
340	14721
341	14660
342	14684
343	14695
344	14722
345	14613
346	14743
347	14727
348	14690
349	14693
350	14648
351	14616
352	14597
353	14488
354	14493
355	14579
356	14626
357	14642
358	14738
359	14820
360	14858
361	14866
362	14805
363	14846
364	14745
365	14724
366	14694
367	14771
368	14892
369	14820
370	14927
371	14999
372	14949
373	14970
374	14901
375	14837
376	14784
377	14920
378	14896
379	14978
380	15079
381	15050
382	14918
383	14863
384	14787
385	14743
386	14686
387	14684
388	14678
389	14648
390	14664
391	14644
392	14641
393	14587
394	14596
395	14615
396	14704
397	14677
398	14539
399	14660
400	14653
401	14683
402	14635
403	14438
404	14543
405	14502
406	14476
407	14542
408	14472
409	14453
410	14614
411	14633
412	14670
413	14605
414	14687
415	14648
416	14685
417	14565
418	14490
419	14571
420	14419
421	14599
422	14679
423	14627
424	14638
425	14590
426	14599
427	14588
428	14582
429	14628
430	14628
431	14462
432	14474
433	14421
434	14312
435	14320
436	14328
437	14384
438	14427
439	14514
440	14522
441	14610
442	14601
443	14650
444	14633
445	14420
446	14353
447	14339
448	14310
449	14402
450	14482
451	14520
452	14565
453	14586
454	14487
455	14411
456	14254
457	14233
458	14274
459	14357
460	14477
461	14544
462	14622
463	14587
464	14696
465	14693
466	14527
467	14577
468	14677
469	14663
470	14583
471	14617
472	14534
473	14590
474	14522
475	14549
476	14537
477	14539
478	14644
479	14607
480	14582
481	14607
482	14592
483	14619
484	14638
485	14547
486	14585
487	14530
488	14544
489	14441
490	14443
491	14515
492	14491
493	14553
494	14492
495	14544
496	14593
497	14620
498	14696
499	14745
500	14707
501	14615
502	14649
503	14561
504	14472
